V1,V2,V3,V4,V5,V6,V7,v60h,v60t,v60y,v60o,v24h,v24t,v24y,v24o
2016.04.01,05:45,160.813,160.93,160.808,160.908,1050,160.911,160.93,0,160.908,161.602,161.711,160.626,160.908
2016.04.01,06:00,160.909,160.974,160.87,160.892,1041,160.909,160.974,0,160.892,161.602,161.711,160.626,160.892
2016.04.01,06:15,160.893,160.95,160.771,160.804,1103,160.909,160.974,0,160.804,161.602,161.711,160.626,160.804
2016.04.01,06:30,160.803,160.922,160.803,160.814,1349,160.909,160.974,0,160.814,161.602,161.711,160.626,160.814
2016.04.01,06:45,160.815,160.944,160.788,160.944,969,160.909,160.974,0,160.944,161.602,161.711,160.626,160.944
2016.04.01,07:00,160.945,160.977,160.86,160.95,1025,160.945,160.977,0,160.95,161.602,161.711,160.626,160.95
2016.04.01,07:15,160.951,160.951,160.87,160.893,859,160.945,160.977,0,160.893,161.602,161.711,160.626,160.893
2016.04.01,07:30,160.895,160.916,160.83,160.87,800,160.945,160.977,0,160.87,161.602,161.711,160.626,160.87
2016.04.01,07:45,160.865,160.885,160.767,160.869,1139,160.945,160.977,0,160.869,161.602,161.711,160.626,160.869
2016.04.01,08:00,160.872,161.028,160.769,160.791,1324,160.872,161.028,0,160.791,161.602,161.711,160.626,160.791
2016.04.01,08:15,160.791,160.916,160.775,160.909,1153,160.872,161.028,0,160.909,161.602,161.711,160.626,160.909
2016.04.01,08:30,160.911,160.97,160.796,160.942,1378,160.872,161.028,0,160.942,161.602,161.711,160.626,160.942
2016.04.01,08:45,160.945,160.99,160.855,160.893,1298,160.872,161.028,0,160.893,161.602,161.711,160.626,160.893
2016.04.01,09:00,160.891,161.113,160.891,161.085,1303,160.891,161.113,0,161.085,161.602,161.711,160.626,161.085
2016.04.01,09:15,161.087,161.199,161.057,161.098,1207,160.891,161.199,0,161.098,161.602,161.711,160.626,161.098
2016.04.01,09:30,161.098,161.199,161.073,161.153,1032,160.891,161.199,0,161.153,161.602,161.711,160.626,161.153
2016.04.01,09:45,161.15,161.425,161.095,161.421,1414,160.891,161.425,0,161.421,161.602,161.711,160.626,161.421
2016.04.01,10:00,161.424,161.475,161.162,161.216,2066,161.424,161.475,0,161.216,161.602,161.711,160.626,161.216
2016.04.01,10:15,161.215,161.218,160.92,160.999,1988,161.424,161.475,0,160.999,161.602,161.711,160.626,160.999
2016.04.01,10:30,160.999,161.034,160.796,160.873,1658,161.424,161.475,0,160.873,161.602,161.711,160.626,160.873
2016.04.01,10:45,160.873,161.002,160.809,160.891,1710,161.424,161.475,0,160.891,161.602,161.711,160.626,160.891
2016.04.01,11:00,160.891,161.288,160.875,161.231,1795,160.891,161.288,0,161.231,161.602,161.711,160.626,161.231
2016.04.01,11:15,161.229,161.325,161.154,161.25,1523,160.891,161.325,0,161.25,161.602,161.711,160.626,161.25
2016.04.01,11:30,161.247,161.256,160.87,161.03,2018,160.891,161.325,0,161.03,161.602,161.711,160.626,161.03
2016.04.01,11:45,161.033,161.13,160.839,160.928,2260,160.891,161.325,0,160.928,161.602,161.711,160.626,160.928
2016.04.01,12:00,160.925,161.001,160.802,160.935,1505,160.925,161.001,0,160.935,161.602,161.711,160.626,160.935
2016.04.01,12:15,160.935,161.009,160.771,160.873,1504,160.925,161.009,0,160.873,161.602,161.711,160.626,160.873
2016.04.01,12:30,160.874,161.006,160.761,160.841,1469,160.925,161.009,0,160.841,161.602,161.711,160.626,160.841
2016.04.01,12:45,160.841,160.96,160.68,160.694,1543,160.925,161.009,0,160.694,161.602,161.711,160.626,160.694
2016.04.01,13:00,160.695,160.738,160.552,160.617,1443,160.695,160.738,0,160.617,161.602,161.711,160.552,160.617
2016.04.01,13:15,160.617,160.689,160.557,160.575,1285,160.695,160.738,0,160.575,161.602,161.711,160.552,160.575
2016.04.01,13:30,160.575,160.634,160.221,160.458,1987,160.695,160.738,0,160.458,161.602,161.711,160.221,160.458
2016.04.01,13:45,160.458,160.51,160.189,160.225,1459,160.695,160.738,0,160.225,161.602,161.711,160.189,160.225
2016.04.01,14:00,160.227,160.292,160.176,160.259,1678,160.227,160.292,0,160.259,161.602,161.711,160.176,160.259
2016.04.01,14:15,160.259,160.319,160.2,160.315,1590,160.227,160.319,0,160.315,161.602,161.711,160.176,160.315
2016.04.01,14:30,160.315,160.327,160.239,160.303,1334,160.227,160.327,0,160.303,161.602,161.711,160.176,160.303
2016.04.01,14:45,160.303,160.386,160.2,160.378,1611,160.227,160.386,0,160.378,161.602,161.711,160.176,160.378
2016.04.01,15:00,160.379,160.379,160.115,160.273,1830,160.379,160.379,0,160.273,161.602,161.711,160.115,160.273
2016.04.01,15:15,160.276,160.429,160.171,160.412,2111,160.379,160.429,0,160.412,161.602,161.711,160.115,160.412
2016.04.01,15:30,160.41,160.41,159.759,159.82,3673,160.379,160.429,0,159.82,161.602,161.711,159.759,159.82
2016.04.01,15:45,159.82,159.883,159.584,159.585,2902,160.379,160.429,0,159.585,161.602,161.711,159.584,159.585
2016.04.01,16:00,159.583,159.586,159.121,159.191,2883,159.583,159.586,0,159.191,161.602,161.711,159.121,159.191
2016.04.01,16:15,159.189,159.333,159.138,159.256,2736,159.583,159.586,0,159.256,161.602,161.711,159.121,159.256
2016.04.01,16:30,159.253,159.268,159.018,159.142,2617,159.583,159.586,0,159.142,161.602,161.711,159.018,159.142
2016.04.01,16:45,159.141,159.182,158.946,158.956,2658,159.583,159.586,0,158.956,161.602,161.711,158.946,158.956
2016.04.01,17:00,159.045,159.429,158.961,159.408,3347,159.045,159.429,0,159.408,161.602,161.711,158.946,159.408
2016.04.01,17:15,159.411,159.547,159.21,159.268,2738,159.045,159.547,0,159.268,161.602,161.711,158.946,159.268
2016.04.01,17:30,159.267,159.49,159.184,159.478,2570,159.045,159.547,0,159.478,161.602,161.711,158.946,159.478
2016.04.01,17:45,159.478,159.508,159.2,159.413,2411,159.045,159.547,0,159.413,161.602,161.711,158.946,159.413
2016.04.01,18:00,159.414,159.429,159.178,159.288,2483,159.414,159.429,0,159.288,161.602,161.711,158.946,159.288
2016.04.01,18:15,159.29,159.323,159.083,159.106,1796,159.414,159.429,0,159.106,161.602,161.711,158.946,159.106
2016.04.01,18:30,159.109,159.364,159.108,159.302,2043,159.414,159.429,0,159.302,161.602,161.711,158.946,159.302
2016.04.01,18:45,159.302,159.344,159.102,159.139,1858,159.414,159.429,0,159.139,161.602,161.711,158.946,159.139
2016.04.01,19:00,159.138,159.212,159.088,159.149,1406,159.138,159.212,0,159.149,161.602,161.711,158.946,159.149
2016.04.01,19:15,159.15,159.15,158.943,159.027,1563,159.138,159.212,0,159.027,161.602,161.711,158.943,159.027
2016.04.01,19:30,159.028,159.126,158.926,158.947,1387,159.138,159.212,0,158.947,161.602,161.711,158.926,158.947
2016.04.01,19:45,158.947,158.984,158.822,158.9,1561,159.138,159.212,0,158.9,161.602,161.711,158.822,158.9
2016.04.01,20:00,158.899,159.017,158.878,159.017,1152,158.899,159.017,0,159.017,161.602,161.711,158.822,159.017
2016.04.01,20:15,159.016,159.057,158.897,158.928,1218,158.899,159.057,0,158.928,161.602,161.711,158.822,158.928
2016.04.01,20:30,158.928,158.966,158.842,158.933,845,158.899,159.057,0,158.933,161.602,161.711,158.822,158.933
2016.04.01,20:45,158.933,158.938,158.82,158.834,1020,158.899,159.057,0,158.834,161.602,161.711,158.82,158.834
2016.04.01,21:00,158.834,158.937,158.802,158.833,1104,158.834,158.937,0,158.833,161.602,161.711,158.802,158.833
2016.04.01,21:15,158.829,158.989,158.801,158.878,1081,158.834,158.989,0,158.878,161.602,161.711,158.801,158.878
2016.04.01,21:30,158.88,158.926,158.81,158.813,951,158.834,158.989,0,158.813,161.602,161.711,158.801,158.813
2016.04.01,21:45,158.813,158.849,158.733,158.787,1293,158.834,158.989,0,158.787,161.602,161.711,158.733,158.787
2016.04.01,22:00,158.787,158.846,158.748,158.843,887,158.787,158.846,0,158.843,161.602,161.711,158.733,158.843
2016.04.01,22:15,158.843,158.844,158.699,158.728,976,158.787,158.846,0,158.728,161.602,161.711,158.699,158.728
2016.04.01,22:30,158.73,158.79,158.697,158.767,1061,158.787,158.846,0,158.767,161.602,161.711,158.697,158.767
2016.04.01,22:45,158.757,158.858,158.73,158.805,1276,158.787,158.858,0,158.805,161.602,161.711,158.697,158.805
2016.04.01,23:00,158.8,158.866,158.756,158.855,785,158.8,158.866,0,158.855,161.602,161.711,158.697,158.855
2016.04.01,23:15,158.855,158.893,158.781,158.807,528,158.8,158.893,0,158.807,161.602,161.711,158.697,158.807
2016.04.01,23:30,158.806,158.829,158.723,158.74,473,158.8,158.893,0,158.74,161.602,161.711,158.697,158.74
2016.04.01,23:45,158.738,158.742,158.728,158.729,24,158.8,158.893,0,158.729,161.602,161.711,158.697,158.729
2016.04.04,00:00,158.647,158.717,158.627,158.674,316,158.647,158.717,0,158.674,158.647,158.717,0,158.674
2016.04.04,00:15,158.676,158.837,158.676,158.797,503,158.647,158.837,0,158.797,158.647,158.837,0,158.797
2016.04.04,00:30,158.796,158.796,158.729,158.743,358,158.647,158.837,0,158.743,158.647,158.837,0,158.743
2016.04.04,00:45,158.743,158.756,158.596,158.627,401,158.647,158.837,0,158.627,158.647,158.837,0,158.627
2016.04.04,01:00,158.632,158.828,158.613,158.757,1236,158.632,158.828,0,158.757,158.647,158.837,0,158.757
2016.04.04,01:15,158.757,158.83,158.757,158.82,585,158.632,158.83,0,158.82,158.647,158.837,0,158.82
2016.04.04,01:30,158.823,158.917,158.813,158.911,589,158.632,158.917,0,158.911,158.647,158.917,0,158.911
2016.04.04,01:45,158.911,158.95,158.841,158.866,690,158.632,158.95,0,158.866,158.647,158.95,0,158.866
2016.04.04,02:00,158.866,158.9,158.748,158.9,932,158.866,158.9,0,158.9,158.647,158.95,0,158.9
2016.04.04,02:15,158.9,158.941,158.87,158.925,703,158.866,158.941,0,158.925,158.647,158.95,0,158.925
2016.04.04,02:30,158.925,158.987,158.899,158.975,650,158.866,158.987,0,158.975,158.647,158.987,0,158.975
2016.04.04,02:45,158.975,158.987,158.858,158.862,717,158.866,158.987,0,158.862,158.647,158.987,0,158.862
2016.04.04,03:00,158.862,158.886,158.635,158.68,1639,158.862,158.886,0,158.68,158.647,158.987,0,158.68
2016.04.04,03:15,158.679,158.876,158.672,158.78,1498,158.862,158.886,0,158.78,158.647,158.987,0,158.78
2016.04.04,03:30,158.78,158.958,158.78,158.864,1332,158.862,158.958,0,158.864,158.647,158.987,0,158.864
2016.04.04,03:45,158.864,158.874,158.626,158.682,1884,158.862,158.958,0,158.682,158.647,158.987,0,158.682
2016.04.04,04:00,158.681,158.749,158.66,158.693,1326,158.681,158.749,0,158.693,158.647,158.987,0,158.693
2016.04.04,04:15,158.694,158.74,158.62,158.63,1167,158.681,158.749,0,158.63,158.647,158.987,0,158.63
2016.04.04,04:30,158.632,158.642,158.461,158.461,1512,158.681,158.749,0,158.461,158.647,158.987,0,158.461
2016.04.04,04:45,158.461,158.612,158.416,158.607,1093,158.681,158.749,0,158.607,158.647,158.987,0,158.607
2016.04.04,05:00,158.607,158.607,158.462,158.503,974,158.607,158.607,0,158.503,158.647,158.987,0,158.503
2016.04.04,05:15,158.503,158.676,158.489,158.655,810,158.607,158.676,0,158.655,158.647,158.987,0,158.655
2016.04.04,05:30,158.656,158.664,158.621,158.642,641,158.607,158.676,0,158.642,158.647,158.987,0,158.642
2016.04.04,05:45,158.64,158.757,158.613,158.757,844,158.607,158.757,0,158.757,158.647,158.987,0,158.757
2016.04.04,06:00,158.758,158.815,158.714,158.747,818,158.758,158.815,0,158.747,158.647,158.987,0,158.747
2016.04.04,06:15,158.747,158.783,158.695,158.727,712,158.758,158.815,0,158.727,158.647,158.987,0,158.727
2016.04.04,06:30,158.726,158.731,158.539,158.568,1018,158.758,158.815,0,158.568,158.647,158.987,0,158.568
2016.04.04,06:45,158.568,158.573,158.46,158.491,1086,158.758,158.815,0,158.491,158.647,158.987,0,158.491
2016.04.04,07:00,158.489,158.578,158.477,158.568,874,158.489,158.578,0,158.568,158.647,158.987,0,158.568
2016.04.04,07:15,158.566,158.622,158.517,158.562,917,158.489,158.622,0,158.562,158.647,158.987,0,158.562
2016.04.04,07:30,158.562,158.681,158.562,158.626,871,158.489,158.681,0,158.626,158.647,158.987,0,158.626
2016.04.04,07:45,158.624,158.632,158.522,158.603,789,158.489,158.681,0,158.603,158.647,158.987,0,158.603
2016.04.04,08:00,158.603,158.606,158.506,158.521,894,158.603,158.606,0,158.521,158.647,158.987,0,158.521
2016.04.04,08:15,158.523,158.543,158.306,158.336,1034,158.603,158.606,0,158.336,158.647,158.987,0,158.336
2016.04.04,08:30,158.336,158.48,158.326,158.448,1090,158.603,158.606,0,158.448,158.647,158.987,0,158.448
2016.04.04,08:45,158.448,158.483,158.387,158.405,1103,158.603,158.606,0,158.405,158.647,158.987,0,158.405
2016.04.04,09:00,158.405,158.469,158.253,158.276,1303,158.405,158.469,0,158.276,158.647,158.987,0,158.276
2016.04.04,09:15,158.276,158.405,158.154,158.393,1281,158.405,158.469,0,158.393,158.647,158.987,0,158.393
2016.04.04,09:30,158.391,158.398,158.247,158.338,1340,158.405,158.469,0,158.338,158.647,158.987,0,158.338
2016.04.04,09:45,158.34,158.452,158.289,158.338,1372,158.405,158.469,0,158.338,158.647,158.987,0,158.338
2016.04.04,10:00,158.337,158.52,158.331,158.35,2028,158.337,158.52,0,158.35,158.647,158.987,0,158.35
2016.04.04,10:15,158.353,158.547,158.346,158.443,1869,158.337,158.547,0,158.443,158.647,158.987,0,158.443
2016.04.04,10:30,158.437,158.475,158.354,158.436,1576,158.337,158.547,0,158.436,158.647,158.987,0,158.436
2016.04.04,10:45,158.435,158.585,158.417,158.543,1640,158.337,158.585,0,158.543,158.647,158.987,0,158.543
2016.04.04,11:00,158.541,158.943,158.532,158.824,1842,158.541,158.943,0,158.824,158.647,158.987,0,158.824
2016.04.04,11:15,158.824,158.881,158.61,158.64,1488,158.541,158.943,0,158.64,158.647,158.987,0,158.64
2016.04.04,11:30,158.64,158.764,158.479,158.509,1628,158.541,158.943,0,158.509,158.647,158.987,0,158.509
2016.04.04,11:45,158.508,158.526,158.317,158.349,1564,158.541,158.943,0,158.349,158.647,158.987,0,158.349
2016.04.04,12:00,158.349,158.498,158.321,158.445,1686,158.349,158.498,0,158.445,158.647,158.987,0,158.445
2016.04.04,12:15,158.444,158.626,158.405,158.583,1368,158.349,158.626,0,158.583,158.647,158.987,0,158.583
2016.04.04,12:30,158.584,158.897,158.568,158.871,1663,158.349,158.897,0,158.871,158.647,158.987,0,158.871
2016.04.04,12:45,158.872,158.934,158.732,158.807,1520,158.349,158.934,0,158.807,158.647,158.987,0,158.807
2016.04.04,13:00,158.807,158.918,158.712,158.768,1360,158.807,158.918,0,158.768,158.647,158.987,0,158.768
2016.04.04,13:15,158.768,158.826,158.703,158.806,1292,158.807,158.918,0,158.806,158.647,158.987,0,158.806
2016.04.04,13:30,158.806,158.872,158.744,158.827,1244,158.807,158.918,0,158.827,158.647,158.987,0,158.827
2016.04.04,13:45,158.827,158.935,158.821,158.899,1052,158.807,158.935,0,158.899,158.647,158.987,0,158.899
2016.04.04,14:00,158.916,158.964,158.879,158.906,1484,158.916,158.964,0,158.906,158.647,158.987,0,158.906
2016.04.04,14:15,158.906,158.96,158.857,158.959,1315,158.916,158.964,0,158.959,158.647,158.987,0,158.959
2016.04.04,14:30,158.958,159.253,158.956,159.141,1639,158.916,159.253,0,159.141,158.647,159.253,0,159.141
2016.04.04,14:45,159.139,159.253,159.111,159.225,1191,158.916,159.253,0,159.225,158.647,159.253,0,159.225
2016.04.04,15:00,159.227,159.278,159.112,159.214,1580,159.227,159.278,0,159.214,158.647,159.278,0,159.214
2016.04.04,15:15,159.217,159.43,159.14,159.383,1837,159.227,159.43,0,159.383,158.647,159.43,0,159.383
2016.04.04,15:30,159.385,159.542,159.361,159.527,1877,159.227,159.542,0,159.527,158.647,159.542,0,159.527
2016.04.04,15:45,159.528,159.568,159.416,159.434,1849,159.227,159.568,0,159.434,158.647,159.568,0,159.434
2016.04.04,16:00,159.434,159.522,159.327,159.349,1855,159.434,159.522,0,159.349,158.647,159.568,0,159.349
2016.04.04,16:15,159.35,159.363,159.242,159.288,1727,159.434,159.522,0,159.288,158.647,159.568,0,159.288
2016.04.04,16:30,159.291,159.345,159.08,159.128,2477,159.434,159.522,0,159.128,158.647,159.568,0,159.128
2016.04.04,16:45,159.128,159.202,158.913,159.162,2126,159.434,159.522,0,159.162,158.647,159.568,0,159.162
2016.04.04,17:00,159.159,159.309,159.067,159.114,2212,159.159,159.309,0,159.114,158.647,159.568,0,159.114
2016.04.04,17:15,159.114,159.29,159.058,159.083,2166,159.159,159.309,0,159.083,158.647,159.568,0,159.083
2016.04.04,17:30,159.084,159.14,158.989,159.096,1852,159.159,159.309,0,159.096,158.647,159.568,0,159.096
2016.04.04,17:45,159.094,159.1,158.793,158.958,2197,159.159,159.309,0,158.958,158.647,159.568,0,158.958
2016.04.04,18:00,158.959,159.095,158.79,158.816,2531,158.959,159.095,0,158.816,158.647,159.568,0,158.816
2016.04.04,18:15,158.816,158.832,158.638,158.71,1861,158.959,159.095,0,158.71,158.647,159.568,0,158.71
2016.04.04,18:30,158.706,158.743,158.593,158.593,1774,158.959,159.095,0,158.593,158.647,159.568,0,158.593
2016.04.04,18:45,158.591,158.728,158.579,158.728,1560,158.959,159.095,0,158.728,158.647,159.568,0,158.728
2016.04.04,19:00,158.724,158.895,158.721,158.821,1266,158.724,158.895,0,158.821,158.647,159.568,0,158.821
2016.04.04,19:15,158.822,158.858,158.724,158.825,1339,158.724,158.895,0,158.825,158.647,159.568,0,158.825
2016.04.04,19:30,158.825,158.826,158.627,158.659,1321,158.724,158.895,0,158.659,158.647,159.568,0,158.659
2016.04.04,19:45,158.657,158.708,158.631,158.66,1152,158.724,158.895,0,158.66,158.647,159.568,0,158.66
2016.04.04,20:00,158.66,158.719,158.631,158.709,898,158.66,158.719,0,158.709,158.647,159.568,0,158.709
2016.04.04,20:15,158.709,158.723,158.639,158.652,1201,158.66,158.723,0,158.652,158.647,159.568,0,158.652
2016.04.04,20:30,158.652,158.752,158.614,158.747,900,158.66,158.752,0,158.747,158.647,159.568,0,158.747
2016.04.04,20:45,158.752,158.845,158.73,158.82,1046,158.66,158.845,0,158.82,158.647,159.568,0,158.82
2016.04.04,21:00,158.819,158.819,158.736,158.794,1010,158.819,158.819,0,158.794,158.647,159.568,0,158.794
2016.04.04,21:15,158.792,158.794,158.695,158.769,1224,158.819,158.819,0,158.769,158.647,159.568,0,158.769
2016.04.04,21:30,158.769,158.84,158.743,158.814,1037,158.819,158.84,0,158.814,158.647,159.568,0,158.814
2016.04.04,21:45,158.817,158.872,158.77,158.863,1329,158.819,158.872,0,158.863,158.647,159.568,0,158.863
2016.04.04,22:00,158.868,159.001,158.837,158.964,1163,158.868,159.001,0,158.964,158.647,159.568,0,158.964
2016.04.04,22:15,158.964,159.001,158.875,158.877,1060,158.868,159.001,0,158.877,158.647,159.568,0,158.877
2016.04.04,22:30,158.877,158.914,158.798,158.845,1108,158.868,159.001,0,158.845,158.647,159.568,0,158.845
2016.04.04,22:45,158.845,158.878,158.757,158.758,1454,158.868,159.001,0,158.758,158.647,159.568,0,158.758
2016.04.04,23:00,158.764,158.807,158.757,158.77,923,158.764,158.807,0,158.77,158.647,159.568,0,158.77
2016.04.04,23:15,158.77,158.799,158.75,158.765,425,158.764,158.807,0,158.765,158.647,159.568,0,158.765
2016.04.04,23:30,158.765,158.765,158.716,158.73,418,158.764,158.807,0,158.73,158.647,159.568,0,158.73
2016.04.04,23:45,158.73,158.795,158.722,158.778,914,158.764,158.807,0,158.778,158.647,159.568,0,158.778
2016.04.05,00:00,158.778,158.787,158.704,158.705,366,158.778,158.787,0,158.705,158.778,158.787,0,158.705
2016.04.05,00:15,158.707,158.817,158.691,158.731,597,158.778,158.817,0,158.731,158.778,158.817,0,158.731
2016.04.05,00:30,158.731,158.821,158.712,158.788,373,158.778,158.821,0,158.788,158.778,158.821,0,158.788
2016.04.05,00:45,158.788,158.8,158.767,158.782,602,158.778,158.821,0,158.782,158.778,158.821,0,158.782
2016.04.05,01:00,158.787,158.835,158.756,158.803,824,158.787,158.835,0,158.803,158.778,158.835,0,158.803
2016.04.05,01:15,158.805,158.806,158.733,158.745,414,158.787,158.835,0,158.745,158.778,158.835,0,158.745
2016.04.05,01:30,158.745,158.763,158.695,158.732,408,158.787,158.835,0,158.732,158.778,158.835,0,158.732
2016.04.05,01:45,158.732,158.745,158.704,158.71,342,158.787,158.835,0,158.71,158.778,158.835,0,158.71
2016.04.05,02:00,158.711,158.711,158.641,158.649,423,158.711,158.711,0,158.649,158.778,158.835,0,158.649
2016.04.05,02:15,158.649,158.697,158.647,158.683,425,158.711,158.711,0,158.683,158.778,158.835,0,158.683
2016.04.05,02:30,158.683,158.689,158.562,158.566,801,158.711,158.711,0,158.566,158.778,158.835,0,158.566
2016.04.05,02:45,158.566,158.68,158.566,158.616,868,158.711,158.711,0,158.616,158.778,158.835,0,158.616
2016.04.05,03:00,158.616,158.675,158.425,158.433,1704,158.616,158.675,0,158.433,158.778,158.835,0,158.433
2016.04.05,03:15,158.434,158.455,158.31,158.381,1675,158.616,158.675,0,158.381,158.778,158.835,0,158.381
2016.04.05,03:30,158.381,158.416,158.261,158.393,1398,158.616,158.675,0,158.393,158.778,158.835,0,158.393
2016.04.05,03:45,158.393,158.502,158.317,158.385,1436,158.616,158.675,0,158.385,158.778,158.835,0,158.385
2016.04.05,04:00,158.382,158.438,158.277,158.31,1448,158.382,158.438,0,158.31,158.778,158.835,0,158.31
2016.04.05,04:15,158.313,158.404,158.249,158.333,1693,158.382,158.438,0,158.333,158.778,158.835,0,158.333
2016.04.05,04:30,158.332,158.388,158.246,158.344,1324,158.382,158.438,0,158.344,158.778,158.835,0,158.344
2016.04.05,04:45,158.345,158.381,158.142,158.195,1521,158.382,158.438,0,158.195,158.778,158.835,0,158.195
2016.04.05,05:00,158.195,158.195,158.05,158.084,1704,158.195,158.195,0,158.084,158.778,158.835,0,158.084
2016.04.05,05:15,158.081,158.108,158.011,158.052,1261,158.195,158.195,0,158.052,158.778,158.835,0,158.052
2016.04.05,05:30,158.053,158.135,158.048,158.089,1274,158.195,158.195,0,158.089,158.778,158.835,0,158.089
2016.04.05,05:45,158.09,158.113,158.02,158.04,1163,158.195,158.195,0,158.04,158.778,158.835,0,158.04
2016.04.05,06:00,158.041,158.129,158.038,158.08,922,158.041,158.129,0,158.08,158.778,158.835,0,158.08
2016.04.05,06:15,158.082,158.162,158.079,158.146,984,158.041,158.162,0,158.146,158.778,158.835,0,158.146
2016.04.05,06:30,158.146,158.238,158.146,158.226,1159,158.041,158.238,0,158.226,158.778,158.835,0,158.226
2016.04.05,06:45,158.224,158.253,158.128,158.131,942,158.041,158.253,0,158.131,158.778,158.835,0,158.131
2016.04.05,07:00,158.133,158.222,158.114,158.174,1358,158.133,158.222,0,158.174,158.778,158.835,0,158.174
2016.04.05,07:15,158.173,158.33,158.126,158.156,1257,158.133,158.33,0,158.156,158.778,158.835,0,158.156
2016.04.05,07:30,158.157,158.17,157.991,158.006,1384,158.133,158.33,0,158.006,158.778,158.835,0,158.006
2016.04.05,07:45,158.006,158.035,157.939,158.028,1444,158.133,158.33,0,158.028,158.778,158.835,0,158.028
2016.04.05,08:00,158.029,158.043,157.793,157.903,1680,158.029,158.043,0,157.903,158.778,158.835,0,157.903
2016.04.05,08:15,157.902,157.956,157.777,157.797,1161,158.029,158.043,0,157.797,158.778,158.835,0,157.797
2016.04.05,08:30,157.8,157.895,157.709,157.874,1543,158.029,158.043,0,157.874,158.778,158.835,0,157.874
2016.04.05,08:45,157.874,157.922,157.754,157.79,1262,158.029,158.043,0,157.79,158.778,158.835,0,157.79
2016.04.05,09:00,157.784,157.903,157.734,157.833,1464,157.784,157.903,0,157.833,158.778,158.835,0,157.833
2016.04.05,09:15,157.831,157.864,157.483,157.521,1657,157.784,157.903,0,157.521,158.778,158.835,0,157.521
2016.04.05,09:30,157.524,157.586,157.153,157.192,2069,157.784,157.903,0,157.192,158.778,158.835,0,157.192
2016.04.05,09:45,157.192,157.42,157.146,157.211,2297,157.784,157.903,0,157.211,158.778,158.835,0,157.211
2016.04.05,10:00,157.213,157.302,156.961,157.086,2852,157.213,157.302,0,157.086,158.778,158.835,0,157.086
2016.04.05,10:15,157.087,157.527,156.851,157.305,2751,157.213,157.527,0,157.305,158.778,158.835,0,157.305
2016.04.05,10:30,157.305,157.37,156.994,157.151,2424,157.213,157.527,0,157.151,158.778,158.835,0,157.151
2016.04.05,10:45,157.151,157.232,157.019,157.056,2189,157.213,157.527,0,157.056,158.778,158.835,0,157.056
2016.04.05,11:00,157.057,157.11,156.93,157.109,1948,157.057,157.11,0,157.109,158.778,158.835,0,157.109
